"","formula","exit_status.LTL2SDBA","exit_status.LTL2SDBA+Opt","exit_status.S+S","exit_status.S+SOpt","exit_status.ltl2ldba","exit_status.ltl2ldbaOpt","exit_code.LTL2SDBA","exit_code.LTL2SDBA+Opt","exit_code.S+S","exit_code.S+SOpt","exit_code.ltl2ldba","exit_code.ltl2ldbaOpt","time.LTL2SDBA","time.LTL2SDBA+Opt","time.S+S","time.S+SOpt","time.ltl2ldba","time.ltl2ldbaOpt","states.LTL2SDBA","states.LTL2SDBA+Opt","states.S+S","states.S+SOpt","states.ltl2ldba","states.ltl2ldbaOpt","edges.LTL2SDBA","edges.LTL2SDBA+Opt","edges.S+S","edges.S+SOpt","edges.ltl2ldba","edges.ltl2ldbaOpt","transitions.LTL2SDBA","transitions.LTL2SDBA+Opt","transitions.S+S","transitions.S+SOpt","transitions.ltl2ldba","transitions.ltl2ldbaOpt","acc.LTL2SDBA","acc.LTL2SDBA+Opt","acc.S+S","acc.S+SOpt","acc.ltl2ldba","acc.ltl2ldbaOpt","scc.LTL2SDBA","scc.LTL2SDBA+Opt","scc.S+S","scc.S+SOpt","scc.ltl2ldba","scc.ltl2ldbaOpt","nondet_states.LTL2SDBA","nondet_states.LTL2SDBA+Opt","nondet_states.S+S","nondet_states.S+SOpt","nondet_states.ltl2ldba","nondet_states.ltl2ldbaOpt","nondet_aut.LTL2SDBA","nondet_aut.LTL2SDBA+Opt","nondet_aut.S+S","nondet_aut.S+SOpt","nondet_aut.ltl2ldba","nondet_aut.ltl2ldbaOpt","complete_aut.LTL2SDBA","complete_aut.LTL2SDBA+Opt","complete_aut.S+S","complete_aut.S+SOpt","complete_aut.ltl2ldba","complete_aut.ltl2ldbaOpt","product_states.LTL2SDBA","product_states.LTL2SDBA+Opt","product_states.S+S","product_states.S+SOpt","product_states.ltl2ldba","product_states.ltl2ldbaOpt","product_transitions.LTL2SDBA","product_transitions.LTL2SDBA+Opt","product_transitions.S+S","product_transitions.S+SOpt","product_transitions.ltl2ldba","product_transitions.ltl2ldbaOpt","product_scc.LTL2SDBA","product_scc.LTL2SDBA+Opt","product_scc.S+S","product_scc.S+SOpt","product_scc.ltl2ldba","product_scc.ltl2ldbaOpt"
"164","(!(p0)) W ((p0) W ((!(p0)) W ((p0) W (G(!(p0))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00409017,0.0118009,0.017837,0.0212891,0.910171,0.940066,30,7,5,5,5,5,59,15,9,9,9,9,59,15,9,9,9,9,1,1,1,1,1,1,30,7,5,5,5,5,5,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6000,1400,1000,1000,1000,1000,123648,31453,18868,18868,18868,18868,826,206,5,5,5,5
"165","(!(p0)) W (p1)","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00430892,0.0250664,0.021889,0.0231152,0.763802,0.904295,6,4,2,2,2,2,10,6,3,3,3,3,25,17,7,7,7,7,1,1,1,1,1,1,6,4,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610,410,201,201,201,201,15627,7464,4177,4177,4177,4177,13,12,2,2,2,2
"166","((G(F(p1))) & (G(F(p0)))) -> (G(F(p2)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00569369,0.0216857,0.0219343,0.0263369,1.01703,0.965601,10,8,4,4,4,4,25,14,8,8,8,8,104,64,36,36,48,48,1,1,1,1,1,1,7,7,4,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2000,1600,800,800,800,800,55240,33996,19110,19110,25492,25492,7,604,4,4,4,4
"167","((X(p0)) U (X(p1))) | (!(X((p0) U (p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0033512,0.00935655,0.019424,0.019784,0.783801,0.850826,2,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,400,200,200,200,200,200,12588,4196,4196,4196,4196,4196,2,1,1,1,1,1
"168","((X(p0)) U (p1)) | (!(X((p0) U ((p0) & (p1)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00366832,0.00846256,0.0196522,0.0213684,1.06813,1.06084,2,1,1,1,4,4,3,1,1,1,8,7,3,1,1,1,18,17,1,1,1,1,1,1,2,1,1,1,4,4,1,0,0,0,2,1,1,0,0,0,1,1,1,1,1,1,0,0,400,200,200,200,599,599,12585,4195,4195,4195,12554,11532,2,1,1,1,4,4
"169","((p0) & (X(p1))) R (X((((p2) U (p3)) R (p0)) U ((p2) R (p0))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.173489,2.13217,0.0204223,0.0231451,1.07067,1.18908,236,62,5,5,10,6,1204,245,9,9,26,12,2274,676,28,28,148,40,1,1,1,1,1,1,125,35,5,5,9,6,16,10,0,0,4,2,1,1,0,0,1,1,0,0,0,0,0,0,42513,11873,610,610,1608,810,514622,157557,8272,8272,23714,10392,9007,2171,15,15,218,16
"170","((p0) U ((p1) U (p2))) | ((p1) U ((p2) U (p0))) | ((p2) U ((p0) U (p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00380033,0.00969834,0.0154096,0.0224097,1.26969,0.847528,3,2,2,2,2,2,4,2,2,2,2,2,31,15,15,15,15,15,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,401,201,201,201,201,201,12560,4198,4198,4198,4198,4198,3,2,2,2,2,2
"171","((p0) U (p1)) -> ((G(p2)) | ((p2) U (p3)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00828116,0.0252247,0.0203579,0.0235682,0.85947,0.9144,10,7,4,4,6,6,20,13,9,9,15,13,151,107,50,50,74,70,1,1,1,1,1,1,10,7,4,4,6,6,4,3,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1801,1201,605,605,1005,1005,36110,24405,9615,9615,14984,13914,211,207,9,9,11,11
"172","(F((p0) & (X(F(p1))))) -> ((!(p0)) U (p2))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00397075,0.0114628,0.0191454,0.0220096,1.00723,1.04977,10,8,3,3,5,4,21,14,5,5,9,7,84,56,20,20,32,28,1,1,1,1,1,1,10,8,3,3,5,4,4,2,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1797,1397,596,596,996,796,38318,23811,10285,10285,16426,14368,12,406,3,3,5,4
"173","(F(G(p0))) | (F(G(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00362188,0.00961566,0.0166846,0.024064,0.824793,0.821221,5,5,3,3,3,3,9,7,5,5,5,5,20,16,12,12,16,16,1,1,1,1,1,1,5,5,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1000,1000,600,600,600,600,20921,16729,12537,12537,16651,16651,5,403,3,3,3,3
"174","(F(G(p0))) | (G(F(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00397918,0.0103379,0.0190885,0.0229013,1.05113,0.971563,8,6,3,3,3,3,21,11,6,6,6,6,44,26,14,14,18,18,1,1,1,1,1,1,5,5,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1600,1200,600,600,600,600,45891,27112,14619,14619,18779,18779,5,403,3,3,3,3
"175","(F(p0)) & (F(!(p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00280512,0.00962638,0.0137303,0.0226932,0.790572,0.84053,5,4,4,4,4,4,9,7,7,7,7,7,12,8,8,8,8,8,1,1,1,1,1,1,5,4,4,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,801,601,601,601,601,601,21223,12745,12745,12745,12745,12745,5,4,4,4,4,4
"176","(F(p0)) -> ((!((!(p0)) & (p1) & (X((!(p0)) U ((!(p0)) & (p2)))))) U ((p0) | (p3)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0197679,0.0352149,0.0357424,0.0286741,1.33,1.60501,11,9,4,4,9,7,23,18,8,8,24,15,172,132,56,56,128,96,1,1,1,1,1,1,11,9,4,4,9,7,4,2,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1982,1389,784,784,1774,1379,39904,27372,14416,14416,33110,24890,259,263,23,23,283,87
"177","(F(p0)) -> ((!(p0)) U ((!(p0)) & (p1) & (X((!(p0)) U (p2)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00462153,0.0154962,0.0210339,0.0230541,1.04219,1.04775,9,7,3,3,4,4,22,16,5,5,9,7,64,45,18,18,28,26,1,1,1,1,1,1,7,5,3,3,4,4,2,1,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1796,1397,599,599,799,799,33110,23282,9303,9303,14482,13449,7,235,3,3,4,4
"178","(F(p0)) -> ((!(p0)) U ((p0) & ((!(p1)) W ((p1) W ((!(p1)) W ((p1) W (G(!(p1)))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00781907,0.0253985,0.0189963,0.0225519,1.00823,1.16297,53,9,6,6,7,7,111,20,12,12,14,14,206,38,22,22,26,26,1,1,1,1,1,1,53,9,6,6,7,7,6,5,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,10598,1800,1200,1200,1400,1400,216036,39857,23073,23073,27275,27275,1444,208,6,6,7,7
"179","(F(p0)) -> ((!(p1)) U ((p0) | ((!(p1)) & (p2) & (X((!(p1)) U (p3))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00616322,0.0225725,0.0197914,0.0224121,1.07818,1.05572,7,7,4,4,5,4,15,13,9,9,13,8,120,96,56,56,70,58,1,1,1,1,1,1,7,7,4,4,5,4,4,2,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1200,1012,771,771,971,771,25627,17377,14108,14108,17565,14458,11,221,72,72,73,72
"180","(F(p0)) -> ((!(p1)) U ((p0) | (p2)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00338095,0.017714,0.0185318,0.023891,1.02822,0.965868,6,6,3,3,4,3,11,9,5,5,7,5,52,40,20,20,25,21,1,1,1,1,1,1,6,6,3,3,4,3,3,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,802,434,402,402,602,402,18592,6870,6221,6221,8277,6222,6,36,4,4,5,4
"181","(F(p0)) -> ((!(p1)) U (p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00315818,0.0130507,0.017112,0.0229765,0.917021,0.870366,6,6,3,3,4,3,11,9,5,5,7,5,26,20,10,10,13,11,1,1,1,1,1,1,6,6,3,3,4,3,3,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,998,806,597,597,797,597,22462,13960,10647,10647,13837,11683,7,213,4,4,5,4
"182","(F(p0)) -> (((!(p0)) & (!(p1))) U ((p0) | (((!(p0)) & (p1)) U ((p0) | (((!(p0)) & (!(p1))) U ((p0) | (((!(p0)) & (p1)) U ((p0) | ((!(p1)) U (p0))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00344749,0.0124269,0.0195243,0.0225664,1.10558,1.13107,10,10,7,7,8,7,33,22,17,17,27,17,52,37,26,26,37,27,1,1,1,1,1,1,10,10,7,7,8,7,6,1,0,0,5,1,1,1,0,0,1,1,0,0,0,0,0,0,1792,1607,1391,1391,1591,1391,44754,30322,26993,26993,38423,28006,18,231,15,15,16,15
"183","(F(p0)) -> ((((p1) & (X((!(p0)) U (p2)))) -> (X((!(p0)) U ((p2) & (F(p3)))))) U (p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.011714,0.0204399,0.021481,0.0227149,1.1392,1.16781,12,11,6,6,12,11,47,35,24,24,60,42,202,162,96,96,200,157,1,1,1,1,1,1,9,9,3,3,9,8,7,4,0,0,4,4,1,1,0,0,1,1,0,0,1,1,0,0,2174,1782,1177,1177,2376,2176,45220,32598,24651,24651,51702,40639,29,231,3,3,233,33
"184","(F(p0)) -> (((p1) -> ((!(p0)) U ((!(p0)) & (p2) & (!(p3)) & (X(((!(p0)) & (!(p3))) U (p4)))))) U (p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0209034,0.033935,0.0217657,0.0244582,1.18728,1.06011,9,8,4,4,5,5,25,18,11,11,20,13,283,213,104,104,168,136,1,1,1,1,1,1,6,6,2,2,3,3,7,3,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1504,1200,789,789,989,989,29219,19125,13340,13340,21354,17379,6,220,2,2,3,3
"185","(F(p0)) -> (((p1) -> ((!(p0)) U ((!(p0)) & (p2) & (X((!(p0)) U (p3)))))) U (p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00806384,0.0259537,0.0224027,0.0252455,1.07986,1.10883,9,8,4,4,5,5,25,19,11,11,20,13,151,108,52,52,84,68,1,1,1,1,1,1,6,6,2,2,3,3,7,1,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1588,1212,800,800,1000,1000,33544,20565,13949,13949,22605,18277,6,215,2,2,3,3
"186","(F(p0)) -> (((p1) -> ((!(p0)) U ((!(p0)) & (p2)))) U (p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0048994,0.0155308,0.0214953,0.0214987,1.06412,1.01504,7,7,3,3,4,4,15,13,6,6,11,8,60,48,20,20,32,28,1,1,1,1,1,1,6,6,2,2,3,3,3,1,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,0,1201,1012,600,600,800,800,25358,17048,10569,10569,16854,14759,6,215,2,2,3,3
"187","(F(p0)) -> ((p1) U (p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0030284,0.00997245,0.0147372,0.01958,1.01179,0.837744,6,6,3,3,4,3,11,9,5,5,7,5,26,20,10,10,13,11,1,1,1,1,1,1,6,6,3,3,4,3,3,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,999,815,598,598,798,598,21636,13511,10262,10262,13355,11275,8,222,5,5,6,5
"188","(F(p0)) U (G(p1))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00426664,0.0131702,0.0353259,0.0363863,0.859802,0.854503,5,4,3,3,3,3,12,8,7,7,7,7,20,15,13,13,15,15,1,1,1,1,1,1,4,3,2,2,2,2,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,999,800,600,600,600,600,20873,15692,13615,13615,15743,15743,4,202,2,2,2,2
"189","(F(p1)) <-> (F(p0))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00326684,0.0104628,0.0175717,0.021985,0.835321,0.859184,8,8,4,4,5,5,19,17,9,9,11,11,32,27,16,16,18,18,1,1,1,1,1,1,8,8,4,4,5,5,3,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1401,1208,800,800,1000,1000,28518,22228,16888,16888,18990,18990,17,219,7,7,11,11
"190","(G(!(p0))) -> (G(!(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00383975,0.00971363,0.0192541,0.0235298,0.911047,0.890226,6,6,3,3,4,4,11,9,6,6,8,8,27,21,12,12,15,15,1,1,1,1,1,1,6,6,3,3,4,4,3,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1001,804,600,600,800,800,22509,14396,12327,12327,15327,15327,6,207,4,4,5,5
"191","(G(!(p0))) | ((!(p0)) U (((p0) & (F(p1))) -> ((!(p1)) U ((!(p1)) & (p2) & (X((!(p1)) U (p3)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0076611,0.0257578,0.0217917,0.0250657,1.0501,1.84,10,8,4,4,5,5,25,19,8,8,14,10,142,104,48,48,72,60,1,1,1,1,1,1,8,6,4,4,5,5,3,2,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1801,1401,601,601,801,801,33410,23494,9418,9418,14616,11498,9,238,5,5,6,6
"192","(G(!(p0))) | ((!(p0)) U ((p0) & ((F((p1) & (X(F(p2))))) -> ((!(p1)) U (p3)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0100045,0.028245,0.0185419,0.0253515,1.22438,1.12813,21,10,4,4,9,7,55,21,9,9,22,15,306,150,56,56,124,96,1,1,1,1,1,1,19,9,4,4,9,7,4,2,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,4183,2000,800,800,1798,1400,79713,39218,14616,14616,32386,25131,243,411,8,8,213,210
"193","(G(!(p0))) | (F((p0) & ((!(p1)) W (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00445956,0.0216463,0.0197935,0.0239831,1.0332,1.04444,10,8,5,5,8,7,20,15,11,11,28,21,84,61,40,40,71,61,1,1,1,1,1,1,10,8,5,5,7,6,5,3,2,2,3,3,1,1,1,1,1,1,0,0,0,0,0,0,1799,1209,800,800,1598,1399,36827,22940,14023,14023,36825,31746,213,247,7,7,41,8
"194","(G(!(p0))) | (F((p0) & (F(p1))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00348497,0.0100252,0.0207213,0.0229252,0.875947,0.87277,7,7,3,3,4,4,15,13,6,6,8,8,34,26,12,12,16,16,1,1,1,1,1,1,7,7,3,3,4,4,4,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1201,1014,600,600,800,800,28573,19169,12639,12639,16901,16901,7,218,3,3,4,4
"195","(G((p0) & (p1) & (!(p2)) & (X(p2)))) -> (X((X(!(p1))) | ((p2) U ((!(p2)) U ((p2) U ((!(p1)) | (p3)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00591437,0.022877,0.0213815,0.0227604,1.36309,1.19803,10,1,1,1,2,1,23,1,1,1,2,1,168,1,1,1,32,1,1,1,1,1,1,1,10,1,1,1,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1408,200,200,200,201,200,31228,4159,4159,4159,4182,4159,348,1,1,1,2,1
"196","(G((p0) -> (F(p1)))) & (((X(p0)) U (X(p1))) | (!(X((p0) U (p1)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00403917,0.0195587,0.0197581,0.0228865,0.998739,1.04877,5,3,2,2,2,2,15,6,4,4,4,4,28,12,8,8,8,8,1,1,1,1,1,1,2,2,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1000,401,400,400,400,400,29050,8322,8300,8300,8300,8300,2,2,1,1,1,1
"197","(G((p0) -> (F(p1)))) & (((X(p0)) U (p1)) | (!(X((p0) U ((p0) & (p1))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00370211,0.0100031,0.0183536,0.0216419,1.11048,1.06549,5,3,2,2,8,4,15,6,4,4,25,9,28,12,8,8,36,16,1,1,1,1,1,1,2,2,1,1,6,3,2,0,0,0,3,0,1,0,0,0,1,0,1,1,1,1,0,1,1000,401,400,400,1204,406,29078,8327,8308,8308,25013,8421,2,2,1,1,14,7
"198","(G((p0) | (X(G(p1))))) & (G((p2) | (X(G(!(p1))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00507325,0.0227144,0.018096,0.0225591,1.00857,0.946313,24,6,3,3,3,3,46,9,5,5,5,5,112,18,10,10,10,10,1,1,1,1,1,1,24,6,3,3,3,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4722,1194,598,598,598,598,56067,9362,5175,5175,5175,5175,1952,408,9,9,9,9
"199","(G(F((p0) | (p1)))) & (G(F((p1) | (p2))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00443482,0.0172693,0.0191431,0.0232616,0.898142,0.906307,13,5,1,1,4,4,68,18,4,4,10,10,136,40,8,8,48,48,1,1,2,2,1,1,2,2,1,1,3,3,4,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,2449,785,200,200,800,800,67143,16393,4175,4175,25050,25050,2,2,1,1,3,3
"200","(G(F(p0))) & (G(F(!(p0))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00375741,0.0142736,0.0158466,0.0228889,0.751006,0.875931,7,3,1,1,2,2,20,6,2,2,4,4,20,6,2,2,4,4,1,1,2,2,1,1,3,2,1,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1201,401,200,200,400,400,33914,8489,4234,4234,8468,8468,3,2,1,1,1,1
"201","(G(F(p0))) -> (G(F(p1)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00410113,0.0223698,0.0214558,0.0275833,0.861885,0.822475,8,6,3,3,3,3,21,11,6,6,6,6,44,26,14,14,18,18,1,1,1,1,1,1,5,5,3,3,3,3,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1600,1200,600,600,600,600,45554,26924,14538,14538,18630,18630,5,403,3,3,3,3
"202","(G(F(p1))) & (G(F(p0))) & (G(F(p2))) & (G(F(p3))) & (G(F(p4)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,1.15194,1.25883,0.0246989,0.0299598,0.957799,0.943894,275,33,1,1,5,5,9824,487,32,32,26,26,9824,1088,32,32,160,160,1,1,5,5,1,1,2,2,1,1,1,1,32,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,26846,5945,200,200,1000,1000,642651,132060,4298,4298,21490,21490,76,28,1,1,1,1
"203","(G(F(p1))) <-> (G(F(p0)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00462969,0.0255299,0.0222557,0.0271277,0.858479,0.842443,16,8,3,3,4,4,77,23,8,8,9,9,80,31,13,13,21,21,1,1,2,2,1,1,5,5,3,3,3,3,6,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3177,1595,599,599,800,800,82359,32054,13463,13463,21754,21754,5,402,3,3,4,4
"204","(G(p0)) U (p1)","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00343837,0.0114742,0.0139374,0.0255932,0.804978,0.834305,6,6,4,4,4,4,10,8,6,6,6,6,23,17,11,11,11,11,1,1,1,1,1,1,6,6,4,4,4,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1000,815,600,600,600,600,20335,10424,8117,8117,8117,8117,12,225,10,10,10,10
"205","(G(p0)) | ((p0) U (p1))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00409622,0.00985718,0.0179535,0.0207688,0.817692,0.814144,6,4,2,2,3,3,10,6,3,3,5,5,25,17,7,7,10,10,1,1,1,1,1,1,6,4,2,2,3,3,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1200,800,400,400,600,600,26673,18118,7462,7462,10672,10672,209,205,4,4,5,5
"206","(G(p0)) | (G(p2)) | ((G((p0) | (F(G(p1))))) & (G((p2) | (F(G(!(p1)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00529345,0.0155693,0.0210595,0.0228481,1.13578,1.16308,8,5,3,3,6,3,16,6,5,5,17,5,72,12,7,7,56,9,1,1,1,1,1,1,8,5,3,3,6,3,4,1,0,0,3,1,1,1,0,0,1,1,0,0,0,0,0,0,1401,421,600,600,1200,600,25110,4429,7328,7328,29205,9420,8,23,4,4,7,4
"207","(G(p0)) | (G(p2)) | ((G((p0) | (G(F(p1))))) & (G((p2) | (G(F(!(p1)))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.010707,0.0173713,0.0231059,0.0233305,1.1681,1.27,11,8,4,4,7,5,26,13,7,7,25,10,104,56,32,32,78,42,1,1,2,2,1,1,7,7,4,4,6,4,5,1,1,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,2001,840,601,601,1399,999,46087,13288,8445,8445,40904,21994,7,43,4,4,6,4
"208","(X(p0)) & (G(((!(p0)) & (X(p0))) -> (X(X(p0)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00448423,0.0199982,0.0165093,0.0212944,0.962479,0.924096,11,6,5,5,5,5,26,9,8,8,8,8,26,9,8,8,8,8,1,1,1,1,1,1,5,4,3,3,3,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001,629,619,619,619,619,48640,10906,10789,10789,10789,10789,403,30,20,20,20,20
"209","(p0) & (X(G(!(p0))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00250458,0.00940436,0.0139121,0.0202261,0.791767,0.808474,3,3,2,2,2,2,4,3,2,2,2,2,4,3,2,2,2,2,1,1,1,1,1,1,3,3,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,401,210,201,201,201,201,6162,2164,2060,2060,2060,2060,3,11,2,2,2,2
"210","(p0) R ((p0) | (p1))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00508475,0.0189834,0.0205173,0.0241461,0.781931,0.796549,6,4,2,2,2,2,10,6,3,3,3,3,25,17,7,7,7,7,1,1,1,1,1,1,6,4,2,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1198,799,399,399,399,399,25844,17594,7246,7246,7246,7246,209,205,4,4,4,4
"211","(p0) U ((p1) & (G(p2)))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00330145,0.0103351,0.0183894,0.0229381,0.836646,0.84344,3,3,2,2,6,4,5,4,3,3,16,9,18,14,10,10,33,21,1,1,1,1,1,1,3,3,2,2,5,3,2,1,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,600,600,400,400,1179,799,9012,7028,5044,5044,16543,10759,3,202,2,2,223,202
"212","(p0) U ((p1) & (X((p2) & (F((p3) & (X(F((p4) & (X(F((p5) & (X(F(p6))))))))))))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.14349,0.159074,0.0220579,0.0287467,1.19091,1.54,8,8,8,8,12,8,15,19,19,19,36,19,1312,912,912,912,1424,912,1,1,1,1,1,1,8,7,7,7,11,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1599,1596,1596,1596,2390,1596,42997,29857,29857,29857,46516,29857,207,205,205,205,216,205
"213","(p0) U ((p1) & (X((p2) U (F(p3)))))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.00346396,0.00962074,0.0179492,0.0220823,1.00296,0.967564,4,3,3,3,4,3,7,5,5,5,9,5,40,22,22,22,60,22,1,1,1,1,1,1,4,3,3,3,4,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,800,599,599,599,799,599,21059,11559,11559,11559,15768,11559,4,4,4,4,7,4
"214","(p0) U ((p1) U (p2))","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0032025,0.009544,0.0171916,0.0217924,0.776061,0.814468,4,3,3,3,3,3,8,6,6,6,6,6,38,21,21,21,21,21,1,1,1,1,1,1,4,3,3,3,3,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,797,597,597,597,597,597,20434,11302,11302,11302,11302,11302,8,7,7,7,7,7
"215","(p0) U (p1)","ok","ok","ok","ok","ok","ok",0,0,0,0,0,0,0.0029743,0.0156514,0.0232388,0.0239813,0.754712,0.788514,3,2,2,2,2,2,5,3,3,3,3,3,15,7,7,7,7,7,1,1,1,1,1,1,3,2,2,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,598,398,398,398,398,398,15711,7331,7331,7331,7331,7331,3,2,2,2,2,2
